word=The   count=511
word=permit,   count=1
word=Only   count=4
word={98}   count=1
word=disastrous   count=1
word=results   count=1
word=devotes   count=1
word={99}   count=1
word=exchanging   count=1
word=regains   count=1
word=perusal   count=1
word=fine   count=17
word=Thomas,   count=2
word=Alexander,   count=1
word=City   count=5
word=Club   count=2
word=1919-1920.   count=1
word=feature   count=2
word=understanding   count=2
word=Thomas'   count=1
word=distinguished   count=1
word=Alexander.   count=1
word=Thomas.   count=1
word=(One   count=1
word=objects   count=1
word=meeting   count=5
word=are,   count=5
word=careful   count=11
word=sure   count=27
word=places.   count=1
word=want   count=27
word=originally   count=1
word=considerably,   count=1
word=post   count=8
word=dominating   count=2
word=second,   count=2
word=desired   count=2
word=carries   count=1
word=compels   count=2
word=all,   count=9
word=mass   count=5
word=should,   count=1
word=therefore,   count=6
word=produce   count=4
word=moves.)   count=1
word=rely   count=1
word=retaken   count=1
word=replied   count=2
word=reserve   count=6
word=continuation.   count=1
word=manner.   count=2
word=readers   count=1
word=extraordinary   count=2
word=out.   count=10
word=(Making   count=1
word=taken--and   count=1
word=(Again,   count=1
word=dis.   count=1
word=ch.)   count=1
word=escape,   count=1
word=it.)   count=1
word=finish.   count=1
word=53).   count=1
word=uneventful   count=1
word=opening--a   count=1
word=arduous   count=1
word=adversary.   count=1
word=came   count=97
word=finally--perhaps   count=1
word=efforts   count=6
word=Incidentally,   count=2
word=world's   count=2
word=Morphy,   count=2
word=department   count=1
word=titles.   count=1
word=stated,   count=3
word=future.   count=1
word=support   count=12
word=serious   count=13
word=Capablanca-Kupchick   count=1
word=united,   count=1
word=freely.   count=2
word=What   count=27
word=weaker,   count=1
word=else   count=7
word=manoeuvre,   count=1
word=decides   count=2
word=footsteps.   count=1
word=hard   count=10
word=ending.   count=6
word=forced,   count=4
word=save   count=12
word=strong,   count=4
word=continuation,   count=1
word=chance.   count=5
word=utilise   count=4
word=wait   count=10
word=relaxes   count=1
word=chance:   count=1
word=perpetual,   count=1
word=inexperienced   count=1
word=player,   count=3
word=deal   count=3
word=offered   count=6
word=opportunities   count=3
word=Tournament   count=9
word=(White)   count=1
word=unexpected   count=3
word=did.   count=4
word=loss   count=7
word=felt   count=16
word=danger,   count=6
word=Mistake   count=2
word=(R5)   count=1
word=Endings   count=1
word=sort   count=12
word=intricate.   count=1
word=1909-1910.   count=1
word=gave   count=28
word=Luckily   count=1
word=poorly,   count=1
word=therefore:   count=1
word=Or--   count=1
word=try:   count=1
word=page   count=16
word=122,   count=1
word=win;   count=1
word=last-named   count=1
word=arrived   count=10
word=correct   count=2
word=unusual   count=2
word=impress   count=2
word=common,   count=1
word=following,   count=1
word=York   count=3
word=for)   count=1
word=policy.   count=1
word=conduct   count=2
word=bay.   count=1
word=now,   count=32
word=disruption   count=1
word=unaware   count=1
word=paralysed.   count=2
word=awakens   count=1
word=recovering   count=1
word=awkward   count=4
word=situation,   count=4
word=Compare   count=1
word=Nothing   count=2
word=desperate.   count=1
word=advancing,   count=1
word=foresee   count=1
word=accomplished.   count=2
word=_fixed_   count=1
word=(Kt)   count=1
word=necessary,   count=1
word=danger.   count=3
word=Altogether   count=1
word=excellent.   count=1
word=equally   count=2
word=terms--   count=1
word=opponent._   count=1
word=capable   count=3
word=moment.   count=5
word=(see   count=2
word=Section   count=15
word=14).   count=1
word=subtle,   count=1
word=indirectly   count=5
word=Note   count=1
word=Getting   count=1
word=Paralysing   count=1
word=exhaust   count=1
word=resign.   count=2
word=discussion   count=2
word=concerning   count=5
word=middle-games.   count=1
word=63.--In   count=1
word=controlled   count=1
word=dislodged.   count=1
word=matter,   count=6
word=formations   count=1
word=64.--In   count=1
word=concentrating   count=1
word=determined   count=5
word=remembered   count=3
word=determines   count=1
word=Another   count=3
word=respect   count=3
word=illustrate   count=2
word=others.   count=4
word=just   count=55
word=well-known   count=1
word=went   count=73
word=afterwards   count=6
word=exchanged,   count=2
word=Lodz   count=1
word=Poland.   count=1
word=consulting   count=1
word=team   count=1
word=Salwe.)   count=1
word=excused   count=1
word=reference,   count=1
word=to.)   count=1
word=returns   count=1
word=constitute   count=1
word=accustomed   count=2
word=(out   count=1
word=81),   count=1
word=created   count=6
word=67.--In   count=1
word=Declined.)   count=1
word=seem   count=8
word=Janowski-Rubinstein   count=1
word=condemn   count=2
word=shut   count=10
word=ever   count=33
word=amounts   count=3
word=committing   count=1
word=creates   count=1
word=henceforth   count=1
word=see.   count=5
word=gone   count=17
word=Perhaps   count=1
word=following:   count=1
word=favour,   count=2
word=onwards   count=2
word=(B5)   count=1
word=collection   count=7
word=illustrations   count=1
word=down   count=184
word=(Match,   count=1
word=coupled   count=2
word=success   count=3
word=gambit,   count=1
word=slow   count=9
word=exposes   count=1
word=follow,   count=1
word=perhaps   count=12
word=Marshall's   count=1
word=(San   count=2
word=Sebastian,   count=6
word=introduced   count=1
word=Schlechter   count=1
word=elaborated   count=2
word=concentrated.   count=1
word=poor   count=63
word=founded   count=2
word=Against   count=3
word=unsound   count=1
word=lasting   count=1
word=regret.   count=1
word=Rubinstein   count=1
word=exchange),   count=1
word=curious   count=7
word=17th   count=2
word=legitimate   count=1
word=(See   count=1
word=so.)   count=1
word=Even   count=2
word=exhibition   count=1
word=resources.   count=1
word=played,   count=2
word=regular   count=3
word=proved.   count=1
word=deep   count=11
word=closely   count=2
word=related   count=1
word=simplified   count=2
word=influenced   count=1
word=fear   count=8
word=appears   count=3
word=secure.   count=1
word=Unfortunately   count=1
word=24...Kt   count=1
word=counteract   count=1
word=(St.   count=4
word=Instead   count=2
word=defending,   count=1
word=disrupting   count=1
word=Kt's   count=1
word=Penn   count=1
word=Philadelphia.   count=1
word=Castles   count=2
word=probabilities   count=1
word="tempi"   count=1
word=called,   count=5
word=evolve.   count=1
word=criticised   count=1
word=putting   count=7
word="holes"   count=1
word=getting   count=6
word=?   count=1
word=quicker   count=1
word=was,   count=13
word=combination,"   count=1
word=battle.   count=2
word=Queens,   count=2
word=Theoretically   count=1
word=reasoning,   count=1
word=adopted   count=2
word=wrongly   count=1
word=claimed   count=1
word=variation:   count=1
word=But,   count=13
word=disappears   count=1
word=19...Kt   count=2
word=neither   count=11
word=answers   count=9
word=17...Kt   count=1
word=weaker.   count=1
word=reason.   count=1
word=27th   count=3
word=missing   count=1
word=irresolute   count=1
word=10th   count=2
word=12th   count=1
word=28th   count=11
word=Defence   count=1
word=itself,   count=3
word=strategically   count=1
word=acts   count=2
word=defensive.   count=1
word=quietly   count=3
word=plunges   count=1
word=e.p.   count=1
word=convinced,   count=1
word=indicated,   count=1
word=turned.   count=3
word=Most   count=4
word=wondering,   count=1
word=spectators   count=2
word=did,   count=5
word=near   count=22
word=Chajes'   count=1
word=Burn   count=1
word=effective,   count=1
word=home   count=34
word=(Berlin   count=1
word=compensate   count=1
word=gaining   count=1
word=appearance   count=3
word=(best),   count=1
word=Mieses,   count=1
word=moment,   count=14
word=fray   count=1
word=(K2)   count=1
word=own,   count=1
word=spur   count=1
word=defend.   count=1
word=Not,   count=1
word=manoeuvred   count=1
word=carefully.   count=1
word=indeed,   count=11
word=confess   count=5
word=having,   count=1
word=easily-won   count=1
word=longer.   count=3
word=translated   count=1
word=cramped   count=1
word=Castle.   count=1
word=advantage;   count=1
word=bunched   count=1
word=favour.   count=2
word=placed.   count=1
word=Petroff   count=1
word=Alechin   count=2
word=occasions.   count=1
word=played.   count=1
word=Lasker,   count=1
word=reinforces   count=1
word=Bold   count=2
word=problem   count=2
word=lighten   count=1
word=face   count=40
word=19th   count=1
word=(New   count=3
word=weakens   count=1
word=mild   count=3
word=intends   count=2
word=defend,   count=1
word=rather,   count=4
word=developments.   count=1
word=difficulties.   count=1
word=annoyance.   count=1
word=centres   count=1
word=pinned,   count=2
word=offensive.   count=1
word=Uncovering   count=1
word=_unpin_   count=1
word=onslaught.   count=1
word=Initiating   count=1
word=cutting   count=2
word=Hastings.)   count=1
word=dangerous,   count=2
word=retake.   count=1
word=net.   count=1
word=systems   count=2
word=Gambit.   count=2
word=Kostic,   count=1
word=exchanges,   count=1
word=entrenched   count=1
word=anticipate   count=1
word=initiating   count=1
word=impression   count=2
word=tremendous   count=1
word=assures   count=1
word=compared),   count=1
word=it);   count=1
word=18th   count=1
word=begins,   count=1
word=shifted   count=2
word=itself.   count=3
word=dare   count=7
word=expects   count=1
word=disrupt   count=1
word=Much   count=1
word=(K1)   count=1
word=liberating   count=1
word=remarkable   count=2
word=(Q3)   count=1
word=section   count=1
word=Full   count=3
word=Career,   count=1
word=11).   count=1
word=constantly   count=1
word=Master.   count=1
word=reached   count=22
word=mean   count=17
word=dislodging   count=1
word=forces,   count=2
word=Russian   count=1
word=[10]   count=1
word=Capablanca-Janowski   count=1
word=associated   count=14
word=formats   count=4
word=Updated   count=2
word=replace   count=2
word=owns   count=7
word=Foundation   count=28
word=(and   count=4
word=distribute   count=10
word=royalties.   count=2
word=Special   count=2
word=General   count=20
word=copying   count=7
word=concept   count=4
word=trademark.   count=6
word=registered   count=4
word=trademark,   count=6
word=eBooks,   count=4
word=receive   count=10
word=purpose   count=6
word=derivative   count=6
word=printed   count=4
word=eBooks.   count=4
word=commercial   count=3
word=FULL   count=4
word=LICENSE   count=4
word=READ   count=2
word=DISTRIBUTE   count=2
word=WORK   count=2
word=mission   count=6
word=(available   count=2
word=1.A.   count=2
word=reading   count=3
word=license   count=2
word=agreement.   count=6
word=agreement,   count=12
word=destroy   count=6
word=paid   count=24
word=whom   count=17
word=1.B.   count=2
word=Gutenberg"   count=8
word=1.C.   count=2
word=Archive   count=26
word=PGLAF),   count=2
word=individual   count=8
word=States.   count=8
word=located   count=8
word=States,   count=4
word=distributing,   count=2
word=displaying   count=4
word=references   count=4
word=sharing   count=2
word=compliance   count=6
word=name   count=29
word=1.D.   count=2
word=change.   count=2
word=country   count=16
word=1.E.   count=2
word=removed   count=5
word=Gutenberg:   count=2
word=(any   count=2
word=displayed,   count=2
word=performed,   count=2
word=viewed,   count=2
word=derived   count=3
word=contain   count=4
word=indicating   count=2
word=fees   count=4
word=paragraphs   count=6
word=holder,   count=2
word=additional   count=6
word=imposed   count=2
word=holder.   count=2
word=Additional   count=2
word=containing   count=2
word=Gutenberg-tm.   count=2
word=convert   count=2
word=binary,   count=2
word=word   count=28
word=processing   count=2
word=Vanilla   count=4
word=version   count=2
word=site   count=9
word=expense   count=2
word=include   count=3
word=reasonable   count=2
word=royalty   count=2
word=profits   count=2
word=calculated   count=2
word=applicable   count=6
word=owed   count=4
word=Royalty   count=4
word=days   count=35
word=date   count=7
word=legally   count=2
word=sent   count=22
word=address   count=6
word=user   count=4
word=e-mail)   count=2
word=receipt   count=4
word=s/he   count=2
word=discovered   count=4
word=Michael   count=4
word=Contact   count=2
word=1.F.   count=2
word=volunteers   count=10
word=transcribe   count=2
word=Despite   count=2
word=stored,   count=2
word="Defects,"   count=2
word=inaccurate   count=2
word=corrupt   count=3
word=transcription   count=2
word=errors,   count=2
word=infringement,   count=2
word=damaged   count=2
word=disk   count=2
word=medium,   count=4
word=equipment.   count=4
word=LIMITED   count=7
word=DISCLAIMER   count=2
word=DAMAGES   count=4
word=Refund"   count=2
word=THAT   count=4
word=HAVE   count=2
word=LIABILITY,   count=2
word=ACTUAL,   count=2
word=DIRECT,   count=2
word=INCIDENTAL   count=2
word=EVEN   count=2
word=GIVE   count=4
word=SUCH   count=2
word=DAMAGE.   count=2
word=any)   count=2
word=sending   count=2
word=lieu   count=4
word=refund.   count=4
word=defective,   count=2
word='AS-IS'   count=2
word=WARRANTIES   count=4
word=EXPRESS   count=2
word=FITNESS   count=2
word=Some   count=13
word=implied   count=2
word=warranties   count=2
word=limitation   count=6
word=disclaimer   count=4
word=law.   count=3
word=invalidity   count=2
word=unenforceability   count=2
word=void   count=2
word=liability,   count=2
word=modification,   count=2
word=Mission   count=2
word=synonymous   count=2
word=variety   count=2
word=old,   count=2
word=computers.   count=2
word=Volunteers   count=2
word=assistance   count=2
word=Revenue   count=2
word=federal   count=4
word=Contributions   count=2
word=deductible   count=2
word=U.S.   count=6
word=state's   count=2
word=4557   count=2
word=Fairbanks,   count=2
word=99712.,   count=2
word=locations.   count=2
word=1500   count=2
word=Salt   count=2
word=Lake   count=2
word=business@pglaf.org.   count=2
word=contact   count=6
word=http://pglaf.org   count=4
word=Gregory   count=2
word=depends   count=2
word=survive   count=2
word=increasing   count=2
word=machine   count=2
word=accessible   count=2
word=$5,000)   count=2
word=IRS.   count=2
word=regulating   count=2
word=charitable   count=2
word=Compliance   count=2
word=uniform   count=3
word=requirements.   count=2
word=solicit   count=4
word=SEND   count=2
word=contributions   count=2
word=requirements,   count=2
word=donate.   count=2
word=gratefully   count=2
word=current   count=3
word=methods   count=3
word=addresses.   count=2
word=checks,   count=2
word=card   count=5
word=donations.   count=2
word=donate,   count=2
word=Hart   count=3
word=originator   count=2
word=library   count=2
word=anyone.   count=2
word=network   count=2
word=Gutenberg-tm,   count=2
word=newsletter   count=2
word=hear   count=33
word=Shakespeare's   count=6
word=Quiller-Couch   count=3
word=www.gutenberg.org/license   count=2
word=stories   count=1
word=2017   count=1
word=#54274]   count=1
word=ISO-8859-1   count=1
word=SHAKESPEARE'S   count=6
word=generously   count=2
word=STORIES   count=2
word=COMMANDED.   count=2
word=_See   count=1
word=CO.,   count=1
word=1905   count=1
word=reserved_)   count=1
word=Copyright,   count=1
word=1904   count=1
word=America   count=1
word=A.T.   count=1
word=QUILLER-COUCH   count=1
word=EAR!   count=2
word=CAPTAIN   count=2
word=ADVENTURES   count=2
word=CURTAIN   count=2
word=RAIN   count=2
word=DOLLARS   count=2
word=LAMP   count=2
word=ILLUSTRATIONS   count=1
word=WHIRLED   count=2
word=DOWN   count=6
word=ROOM   count=1
word=GAVE   count=2
word=OFFICER   count=2
word=CHEERFULLY   count=2
word=TRAP   count=1
word=NAME   count=2
word=H.M.   count=1
word=KING   count=2
word=III.   count=2
word=COME   count=2
word="GET   count=2
word=YOUR   count=2
word=SIR"   count=1
word=Fair   count=2
word=Jugglings,   count=1
word=Cheats,   count=1
word=Knaves,   count=1
word=Rogues,   count=1
word=theatre   count=7
word=Eve,   count=2
word=Lord   count=20
word=Chamberlain's   count=2
word=comedy.   count=1
word=cheered   count=1
word=speech--good,   count=1
word=Quickly--were   count=1
word=gallery   count=4
word=toiling   count=1
word=wake   count=3
word=puzzled   count=7
word="Bravo,   count=1
word=countryman   count=15
word=past   count=38
word=age,   count=1
word="But   count=43
word=lest   count=3
word="The   count=55
word=author?   count=1
word=leap   count=3
word=feet   count=16
word="You   count=66
word=friend:   count=1
word=bolt   count=6
word=grazes.   count=1
word=furtive   count=1
word=mystified.   count=1
word=bewilderment.   count=1
word=nervously,   count=1
word=mopping   count=1
word=despite   count=1
word=air.   count=5
word=delight   count=7
word=stepped   count=32
word=drowned   count=3
word=thunder   count=4
word=eyes   count=65
word=amiable   count=2
word=By-and-by,   count=1
word=grew   count=8
word=warmer,   count=1
word=fops   count=1
word=pitched   count=4
word=out;   count=2
word="Burbage's   count=1
word=Landlord,"   count=1
word=leaning   count=7
word=hounds.   count=2
word=pace   count=7
word=dragged   count=7
word=IV.,   count=1
word=grey   count=9
word=overlapped   count=1
word=settled   count=8
word=lackeys   count=2
word=hung   count=3
word=balcony   count=3
word=stools,   count=1
word=pelting   count=1
word=criss-crossed   count=1
word=shafts,   count=1
word=figures   count=5
word=looming   count=2
word=muffled   count=1
word=incredibly   count=1
word=remote.   count=1
word=idle   count=4
word=_Cantat   count=1
word=apprentice   count=39
word=ears   count=10
word=painted   count=3
word=Mayor's   count=2
word=issuing   count=1
word=mouths.   count=2
word=Henry's   count=1
word=Justice   count=3
word=Gascoigne,   count=1
word=eagerly   count=1
word=friends   count=11
word=Pistol,   count=1
word=agog   count=2
word=boot-and-saddle,   count=1
word=stamped   count=1
word=matter?   count=3
word=rogues!   count=1
word=Quickly   count=1
word=Doll   count=1
word=Tearsheet?   count=1
word=Poor   count=2
word=fog,   count=2
word=puppets   count=1
word=rending   count=1
word=cracked   count=2
word=meditatively,   count=1
word=fugled;   count=1
word=lips   count=5
word=wolf's,   count=1
word=thou   count=13
word=knave!"   count=1
word='tis   count=20
word="Hi,   count=2
word=master!   count=2
word=tell   count=85
word=roasting?"   count=1
word=nut.   count=1
word=friend;   count=1
word=too,   count=37
word="_My   count=1
word=legs   count=16
word=you;   count=4
word=pray   count=5
word=slipped   count=11
word=fog.   count=2
word=nodding   count=2
word=seat   count=8
word=handkerchief.   count=1
word=discernment,"   count=1
word=glow   count=3
word=cast   count=15
word=faintly   count=1
word=love   count=20
word=wit,   count=2
word=Sir,   count=49
word=pint   count=4
word=sack   count=1
word=you,   count=50
word=discuss   count=4
word=Warwickshire,   count=3
word=content   count=3
word=you?   count=3
word=coat-of-arms,   count=1
word=thing."   count=1
word=cheeks.   count=1
word=devil!"   count=1
word=drew   count=25
word=neighbour,   count=1
word=Sir:   count=3
word=fellow,   count=5
word=detect,   count=1
word=unserviceably   count=1
word=sooner:   count=1
word='twould   count=8
word=liberty   count=3
word=warn   count=6
word="La,   count=3
word=pays   count=2
word=gape   count=1
word=beating   count=3
word=wife   count=15
word=(who   count=3
word=me),   count=1
word=husband   count=15
word=head   count=43
word=befalls   count=1
word=lean   count=1
word=unstrapped   count=2
word=fingers   count=7
word=beneath   count=16
word="Put   count=2
word=boy;   count=1
word=need   count=13
word=lad:   count=3
word=enlarge   count=1
word=say?   count=2
word=town   count=12
word=gallant   count=2
word=talk   count=27
word=lad,   count=13
word=guessed   count=2
word=it."   count=24
word="Nor   count=2
word=too:   count=1
word=London;   count=1
word=deepest   count=1
word=Midland   count=1
word=Nay,   count=6
word=pilgrimage   count=1
word=son.   count=2
word=quam   count=1
word=none   count=11
word=disappoint   count=1
word=Give   count=3
word=capital   count=2
word=all!   count=5
word='Tis   count=10
word="And   count=41
word=friend,   count=13
word=London,   count=5
word=acquaintance.   count=1
word=father,   count=3
word=you,--I   count=1
word=Bankside--hem!--and   count=1
word=scoffed   count=2
word=glistened.   count=2
word=wise   count=1
word=quarter   count=5
word=house-fronts.   count=1
word=evil   count=4
word=now--or   count=1
word=hearing   count=7
word=hath   count=10
word=chins!"   count=1
word="Years,   count=1
word=Like   count=3
word=morals.   count=1
word=Bankside----"   count=1
word=hesitated:   count=1
word=dusk   count=6
word="Say   count=3
word=risk   count=9
word=it?"   count=6
word=College   count=6
word=Heralds   count=1
word=pawning   count=1
word=seeking   count=7
word=hammering?   count=1
word=applauded:   count=1
word=writ   count=1
word=Will   count=10
word=world?"   count=1
word="Ay,   count=6
word=Warwickshire:   count=2
word=wept   count=1
word=wild   count=6
word=Hast   count=2
word=hatched   count=1
word=slapped   count=2
word=leg.   count=1
word=it!"   count=5
word=master,   count=4
word=him:   count=11
word=instant   count=15
word=clapped   count=8
word=somehow   count=4
word=get,   count=1
word=somedel   count=1
word=ken,   count=1
word=master,"--the   count=1
word=Tell   count=4
word=me----"   count=5
word=for.   count=3
word=busy   count=1
word="Sure,"   count=1
word=musing,   count=1
word=lift   count=9
word=pack   count=3
word=effort.   count=2
word="why   count=2
word=him?   count=4
word=has,   count=2
word=courteous,   count=1
word=one!   count=1
word=fear--that   count=1
word=saw,   count=6
word=afternoon,   count=4
word=how,   count=5
word=foot   count=21
word=sudden,   count=1
word=bred   count=3
word=beginning;   count=1
word=hide   count=1
word=yawn   count=1
word="Eh?   count=1
word=though,   count=2
word=heed   count=3
word=midriff   count=1
word=sore   count=2
word=laughing."   count=1
word=sighed.   count=2
word=below?"   count=1
word="Are   count=4
word=seeing.   count=1
word=seated,   count=1
word=deafens   count=1
word=father.   count=2
word=company   count=16
word=year   count=17
word=High   count=1
word=Guildhall.   count=1
word=arts--even   count=1
word=boon   count=1
word=news   count=7
word=too,"--the   count=1
word=nodded,--"though   count=1
word=ripe   count=1
word=gravity   count=1
word=Richard   count=5
word=bell   count=5
word=say)   count=2
word=sons   count=1
word=me?"   count=3
word=skinflint,   count=1
word=willing   count=4
word=fell   count=26
word=gods   count=1
word=affliction   count=1
word=rang   count=8
word=woes   count=2
word=suburb,--from   count=1
word=who--to   count=1
word=precisian,   count=1
word=playhouse.   count=1
word=Nevertheless,   count=2
word=patched   count=4
word=raising   count=4
word=rent   count=4
word=little,   count=1
word=stretch   count=2
word=yielded   count=2
word=plot   count=1
word=to-morrow,   count=2
word=pass   count=11
word=church,   count=5
word=Puritan   count=1
word=wagons;   count=1
word=cart   count=2
word=vehicle   count=2
word=rascals   count=1
word=lifting   count=10
word=Hold   count=1
word=rib....   count=1
word=st-staring   count=1
word=Don't--oh,   count=1
word="Now   count=5
word=jest   count=3
word=by'r   count=1
word=creases   count=1
word=O's;   count=1
word=body   count=23
word=towered   count=1
word=say.   count=3
word=gallery-rail.   count=1
word=master:   count=2
word=hammer!   count=1
word=bellowing.   count=1
word=gang   count=4
word=workmen   count=2
word=proscenium   count=1
word=ring   count=7
word=ghostly   count=1
word=dangled   count=2
word=Twelve,   count=1
word=fifteen   count=2
word=disordered   count=3
word=arrival   count=1
word=craning   count=1
word=vanish.   count=1
word=dull   count=7
word=seconds   count=2
word=dust   count=2
word=voices,   count=2
word=possessed,   count=1
word=Boanerges;   count=1
word=hammer,   count=2
word=sober-looking   count=1
word=plum-coloured   count=2
word=it,"   count=11
word=man,   count=42
word=hammer.   count=1
word=spat   count=2
word=grasped   count=3
word=odd,   count=1
word=afterthought,   count=1
word=staring   count=14
word="but   count=13
word=voice?"   count=1
word=there's   count=20
word=justice   count=2
word="for   count=4
word=erewhile."   count=1
word=Tom!   count=1
word=others?   count=1
word=Tom,   count=2
word=Dick   count=8
word=thin   count=8
word=rays   count=3
word=wavered   count=1
word=yard   count=5
word=stacked   count=1
word=lantern   count=7
word=Burbage   count=11
word=yonder,   count=4
word=Look   count=1
word=around.   count=2
word=wagons'   count=1
word=coming,   count=1
word=load   count=2
word=plague!   count=1
word=scoundrels   count=2
word="That's   count=5
word=lad.   count=3
word=twelve-score.   count=1
word=sinner;   count=1
word=counted   count=2
word=told   count=30
word="Dick,"   count=1
word=you:   count=5
word=boggled   count=1
word=to-night's   count=2
word=heart."   count=1
word=tut,   count=1
word=pull   count=7
word=bridge.   count=5
word=you.   count=13
word=Nashe--no,   count=1
word=deserve   count=2
word=tolling   count=2
word=Theatre   count=1
word=ground,   count=3
word=habitation   count=1
word=cecidit   count=2
word=Babylon   count=1
word=illa   count=2
word=magna!_   count=1
word=wagons.   count=1
word=wheels?   count=1
word=and--and--oh,   count=1
word="_He's_   count=1
word=rolling   count=7
word=cobbles   count=1
word=roadway   count=4
word=boundary-wall   count=1
word=clatter   count=1
word=trumpet   count=2
word=night--   count=1
word="_Above   count=1
word=beryall   count=1
word=renneth   count=1
word=swan   count=1
word=doth   count=6
word=sail   count=3
word=murrain   count=1
word=step   count=4
word=jolting   count=1
word=weight....   count=1
word=aund   count=1
word=Gr-r-r!   count=1
word=thee   count=15
word=beware,   count=1
word=kerbstones   count=1
word=Europe,   count=1
word=boat   count=21
word=windows   count=8
word=stone-bow,   count=1
word=long-shore   count=1
word=streets   count=12
word=Council   count=1
word=matter....   count=1
word=forgive   count=2
word=it--all   count=1
word=are;   count=1
word=ship   count=10
word=townes!   count=1
word=patrone   count=1
word=of----"   count=1
word=arm.   count=5
word=dropped   count=28
word=you--clean   count=1
word=Muses,'   count=1
word=picking   count=5
word=Pyrrhus   count=1
word=Troy--Pyrrhus   count=1
word=mine   count=9
word=ripping   count=1
word=cronies   count=1
word=within!   count=1
word=praised   count=1
word=arm,   count=7
word=he's   count=16
word=gelding   count=1
word=fool   count=5
word=harness   count=1
word=fire   count=11
word=tails...."   count=1
word="Drunk?   count=1
word=gripped   count=5
word=other's   count=1
word=hysterically.   count=1
word=stay   count=5
word=are:   count=1
word=Between   count=3
word=gate   count=6
word=huge   count=1
word=wele   count=1
word=sowning   count=1
word="and   count=17
word=lad--in   count=1
word='but   count=1
word=says   count=73
word=gate-posts   count=1
word=courtlage,   count=1
word=_And   count=1
word=mery   count=1
word=mornyng   count=1
word=tyde-a,   count=1
word=Adam   count=3
word=Bell   count=1
word=bete   count=1
word=strokes   count=4
word=stronge-a_   count=1
word=Step   count=3
word=warely,   count=1
word=forest!   count=1
word=Have   count=2
word=depe   count=1
word=keys   count=2
word=fro-a._   count=1
word=Within!   count=1
word=rascal,   count=1
word=gentlemen,   count=5
word="For   count=3
word=stable-lantern----"   count=1
word="Yet   count=5
word=gentleman.   count=3
word="Or,   count=1
word="Marry,   count=1
word=acquaintance,   count=1
word=members   count=3
word=honourable   count=5
word=aright,   count=1
word=triumph   count=3
word=bespoken."   count=1
word=Witwold's,   count=1
word=Garden,   count=1
word=Sir.   count=4
word=pledged   count=1
word=Sir--an   count=1
word=man:   count=4
word=roof   count=13
word=prosperous   count=1
word=past--nay,   count=1
word=virtues   count=2
word=stock."   count=1
word=happier   count=1
word=welcome   count=6
word=claim."   count=1
word=terror.   count=1
word=glanced   count=13
word=claim?"   count=1
word=hospitalities   count=1
word="Tom   count=1
word=Nashe!"   count=1
word=masculine,   count=1
word=mimicking.   count=1
word=till   count=13
word=fellows   count=6
word='em.   count=1
word=Why,   count=3
word=means----"   count=1
word=newcomer's   count=1
word=rounder   count=1
word=stammered,   count=2
word=son!   count=1
word=embrace   count=1
word=boy:   count=1
word=boy,   count=5
word=afternoon?   count=1
word=fore   count=2
word=John   count=19
word=Shakespeare."   count=1
word=fish   count=3
word=lad;   count=1
word=fetched   count=12
word="Business,   count=1
word=homesickness:   count=1
word=Quiney----But   count=1
word=son,   count=5
word=hast   count=3
word=cordial   count=1
word=wear   count=4
word=Rest   count=1
word=There's   count=13
word=filling   count=2
word=firming   count=1
word=eye,   count=5
word=Talking   count=1
word=steward   count=1
word=rebuilt   count=1
word=west   count=2
word=chimney   count=2
word=kitchen   count=2
word=cropped   count=1
word=peas   count=1
word=summer,   count=1
word=lettuce   count=1
word=whereof   count=2
word=thrive.   count=1
word=saying,   count=4
word=Bushell   count=1
word=ale:   count=1
word=brewhouse.   count=1
word=about--"of   count=1
word=proverb   count=1
word=Warwickshire?   count=1
word=_Who   count=1
word=buys   count=8
word=land   count=7
word=stones,   count=1
word=meat   count=2
word=eggs   count=1
word=shells,   count=1
word=sets   count=1
word=supper:   count=2
word=throats   count=1
word=discourse.   count=1
word=tarries   count=1
word=vintage   count=1
word=roasted   count=1
word=capons,   count=1
word=sucking-pigs?   count=1
word=minstrels?   count=1
word=dancing   count=3
word=wine   count=14
word=it--Hippocras   count=1
word=theorbo   count=1
word=viol   count=1
word=pleasantly   count=1
word=drip   count=2
word=brow   count=4
word=thoughtfully.   count=1
word=shillings,   count=1
word=malt   count=1
word=nine   count=5
word=dearth,   count=1
word=beat   count=10
word=grown?"   count=1
word=twenty-eight,   count=1
word=dearth.   count=1
word=Call   count=1
word=forty-five   count=1
word=stared,   count=1
word=Shallow   count=1
word=himself--"How   count=1
word=yoke   count=2
word="How   count=5
word=ewes   count=1
word=approached   count=2
word=bide   count=3
word=shin   count=1
word=violently.   count=1
word=horses,   count=2
word=wages,"   count=1
word=growled   count=2
word=job.   count=2
word=I've   count=25
word=talkin'   count=2
word=men,   count=7
word=baggage   count=1
word=lief   count=1
word=wash   count=1
word="you'll   count=2
word=salving   count=1
word=hey?   count=2
word=stomach   count=5
word="No,   count=13
word=hour   count=12
word=live   count=8
word=godless   count=1
word=neighbourhood   count=3
word=whistle   count=2
word=doublet   count=2
word=eyed   count=8
word="Listen   count=1
word=carols,   count=1
word="Ay:   count=1
word=dogs   count=2
word=kennels   count=1
word=two-pennyworth."   count=1
word=wagoner   count=3
word=baying.   count=1
word=Sir;   count=5
word=stammered.   count=1
word=William   count=5
word=expound   count=1
word=surlily   count=1
